seed,year,genre,family,emergenceYear,deathYear,singleOrientation,authoredBaseline,supply,retainedSupply,transitionSupply,floorSupply,unavailableIdentityTransitions,annualFloorRequested,annualFloorReroutes,albumCapacityReroutes,decisions,singleDecisions,albumDecisions,decisionSingleSharePct,orphanDecisions,standaloneDecisions,promoDecisions,fulfilledUnits,marketSharePct,backorders,backorderRatePct,unitsPerSupply,settlementSingleUnits,settlementAlbumUnits,settlementSingleSharePct,meanAcceptance,meanEligible,meanCharted,meanRadio
1001,1960,HardRock,Rock,1967,,0.4,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012534181318681344,0,0,0
1001,1960,Jazz,Jazz,1945,,0.3,0.45,294,258,33,3,0,3,0,0,297,57,240,19.19191919191919,57,0,240,13231720,8.895990951499277,3425411,20.564231619478768,45005.85034013606,12658735,580793,95.61318953364501,0.5619393379120876,209.57692307692307,19.53846153846154,7.137507994505497
1001,1960,LatinPop,Latin,1958,,0.6,0.2,40,26,11,3,0,3,0,0,40,24,16,60,24,0,16,359945,0.24199933667258736,122873,25.44913404222709,8998.625,358242,2624,99.27286028608957,0.251606074175824,19.153846153846153,0.038461538461538464,0.5606089120879122
1001,1960,ProgressiveRock,Rock,1968,,0.25,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009999999999999908,0,0,0
1001,1960,ProtoMetal,Rock,1968,,0.4,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009999999999999908,0,0,0
1001,1960,ProtoPunk,Rock,1967,,0.4,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009999999999999908,0,0,0
1001,1960,PsychedelicRock,Rock,1966,1971,0.45,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019999999999999817,0,0,0
1001,1960,Reggae,Caribbean,1968,,0.8,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009999999999999908,0,0,0
1001,1960,RnB,RhythmAndSoul,1949,,0.8,0.4,414,322,89,3,0,3,0,0,424,405,19,95.51886792452831,405,0,19,10135578,6.8143831774111865,5269950,34.20817514336412,24482.072463768116,10144836,2201,99.97830893885575,0.5076700769230769,156.82692307692307,6.903846153846154,8.64874280219781
1001,1960,RockAndRoll,Rock,1955,,0.85,0.68,533,457,73,3,0,3,0,0,548,532,16,97.08029197080292,532,0,16,13352778,8.977381040815452,7360773,35.536026632999814,25052.116322701688,13366987,1502,99.98876462403493,0.822258131868132,204.30769230769232,7.153846153846154,14.387044640109886
1001,1960,Rocksteady,Caribbean,1966,1968,0.8,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009999999999999908,0,0,0
1001,1960,SingerSongwriter,Folk,1967,,0.35,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027602442307692324,0,0,0
1001,1960,Ska,Caribbean,1964,1967,0.8,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012534181318681344,0,0,0
1001,1960,Soul,RhythmAndSoul,1960,,0.7,0.2,284,247,34,3,0,3,0,0,294,252,42,85.71428571428571,252,0,42,5215806,3.506706836358058,3340403,39.040689632523005,18365.514084507042,5222823,1776,99.9660069605342,0.34472043956043963,121,2.576923076923077,5.261639837912089
1001,1960,SunshinePop,Pop,1965,1971,0.55,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022534189560439552,0,0,0
1001,1960,SurfRock,Rock,1961,1966,0.8,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189378021978022,0,0,0
1001,1960,TeenPop,Pop,1957,1965,0.9,0.7,554,471,80,3,0,3,0,0,572,538,34,94.05594405594405,538,0,34,19030747,12.79481073603976,8751845,31.501182467064268,34351.528880866426,19039268,7005,99.96322115093068,0.8424082472527471,226.42307692307693,12.51923076923077,17.164258747252735
1001,1960,TexMex,Latin,1959,,0.75,0.15,23,5,15,3,0,3,0,0,23,22,1,95.65217391304348,22,0,1,213517,0.14355241041914968,1718,0.7981973192092364,9283.347826086956,213762,297,99.86125320589183,0.201551269230769,7.8076923076923075,0.038461538461538464,0.34020225824175815
1001,1960,TraditionalPop,Pop,1950,1971,0.45,0.62,637,565,69,3,0,3,0,0,648,399,249,61.574074074074076,399,0,249,34843787,23.426282740865748,9357112,21.169506077240648,54699.82260596546,34500898,361086,98.96424139257249,0.7379343571428567,363.28846153846155,28.51923076923077,20.882854681318683
1001,1961,AcidRock,Rock,1966,1971,0.4,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019999999999999817,0,0,0
1001,1961,BaroquePop,Pop,1966,1970,0.5,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019999999999999817,0,0,0
1001,1961,Blues,Blues,1945,,0.5,0.3,105,74,28,3,0,3,0,0,105,63,42,60,63,0,42,2501061,1.659754058054445,1326025,34.64842441481587,23819.628571428573,2368458,136031,94.568512778455,0.3891018269230766,94.34615384615384,1.5576923076923077,2.0379635631868145
1001,1961,BluesRock,Rock,1966,,0.45,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053562519230769226,0,0,0
1001,1961,Boogaloo,Latin,1966,1969,0.7,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03649655219780227,0,0,0
1001,1961,BossaNova,Jazz,1962,1967,0.45,0.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3884529258241752,0,0,0
1001,1961,BritishBeat,Rock,1963,1967,0.75,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01751363461538458,0,0,0
1001,1961,BritishBlues,Rock,1964,,0.65,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01751363461538458,0,0,0
1001,1961,BritishPop,Pop,1964,1968,0.8,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01751363461538458,0,0,0
1001,1961,Bubblegum,Pop,1967,1971,0.9,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01751363461538458,0,0,0
